,planet_name,hostname,sys_num_stars,sys_num_planet,discovery_method,discovery_year,discovery_telescope,orbital_period,orbital_semi_major,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,eccentricity,stellar_eff_temp,stellar_radius,stellar_mass,dist_system,dist_system_ly
3665,K2-43 b,K2-43,1,2,Transit,2016,0.95 m Kepler Telescope,3.471149,0.03784,4.51,0.402,18.5,0.0583,0.07,3840.6,0.54,0.57,182.536,595.4324320000001
3666,HATS-2 b,HATS-2,1,1,Transit,2013,0.18 m Takahashi Epsilon Astrograph,1.354133,0.023,13.092,1.168,427.463,1.345,0.0,5227.0,0.9,0.88,341.925,1115.35935
3667,CoRoT-23 b,CoRoT-23,1,1,Transit,2011,0.27 m CoRoT Telescope,3.6313,0.048,11.77,1.05,889.9,2.8,0.16,5900.0,1.61,1.14,1060.97,3460.88414
3668,Kepler-787 b,Kepler-787,1,1,Transit,2016,0.95 m Kepler Telescope,0.9283105,0.0159,1.28,0.114,2.18,0.00687,0.0,4248.0,0.62,0.65,503.568,1642.638816
3669,Kepler-93 b,Kepler-93,1,2,Transit,2014,0.95 m Kepler Telescope,4.72674,0.053,1.569,0.14,4.54426,0.0143,0.0,5669.0,0.98,1.09,95.9115,312.863313
3670,Kepler-753 b,Kepler-753,1,1,Transit,2016,0.95 m Kepler Telescope,5.74772501,0.054,1.91,0.17,4.31,0.0136,0.0,4346.0,0.65,0.68,274.767,896.289954
3671,Kepler-730 c,Kepler-730,1,2,Transit,2018,0.95 m Kepler Telescope,2.85188338,0.03997,1.569,0.14,3.09,0.00971,0.0,5620.0,1.41,1.05,1935.04,6312.10048
3672,Kepler-839 b,Kepler-839,1,1,Transit,2016,0.95 m Kepler Telescope,37.8144514,0.2341,2.57,0.229,7.13,0.0224,0.0,6058.0,1.31,1.22,944.561,3081.157982
3673,Kepler-1665 b,Kepler-1665,1,1,Transit,2020,0.95 m Kepler Telescope,11.9548,0.1006,2.839,0.253,8.44,0.0266,0.0,5049.84,0.78,0.84,335.515,1094.44993
3674,Kepler-610 b,Kepler-610,1,2,Transit,2016,0.95 m Kepler Telescope,6.99692655,0.0719,4.19,0.374,16.3,0.0514,0.0,5943.0,1.13,1.1,845.824,2759.077888
3675,Kepler-168 c,Kepler-168,1,2,Transit,2014,0.95 m Kepler Telescope,13.193242,0.116,2.69,0.24,7.7,0.0242,0.0,6282.0,1.11,1.11,1343.6,4382.8232
3676,Kepler-703 b,Kepler-703,1,1,Transit,2016,0.95 m Kepler Telescope,4.58352176,0.0535,8.2,0.732,51.1,0.161,0.0,6185.0,1.27,1.18,1156.83,3773.57946
3677,Kepler-1450 b,Kepler-1450,1,1,Transit,2016,0.95 m Kepler Telescope,54.5094166,0.2401,1.71,0.153,3.57,0.0112,0.0,4524.0,0.68,0.71,505.829,1650.014198
3678,Qatar-3 b,Qatar-3,1,1,Transit,2017,Canon 400mm f/2.8L,2.5079204,0.03783,12.285,1.096,1369.8473,4.31,0.0,6007.0,1.27,1.15,735.601,2399.530462
3679,K2-192 b,K2-192,1,1,Transit,2018,0.95 m Kepler Telescope,4.162817,0.049,1.52,0.136,2.92,0.0092,,5222.0,0.81,0.9,221.753,723.3582859999999
3680,HD 9446 c,HD 9446,1,2,Radial Velocity,2009,1.93 m Telescope,192.9,0.654,13.4,1.2,578.426,1.82,0.06,5793.0,1.0,1.0,50.3503,164.2426786
3681,Kepler-1258 b,Kepler-1258,1,1,Transit,2016,0.95 m Kepler Telescope,0.98494017,0.0201,0.86,0.077,0.566,0.00178,0.0,5839.0,0.99,0.99,717.555,2340.66441
3682,Kepler-1409 b,Kepler-1409,1,1,Transit,2016,0.95 m Kepler Telescope,0.76486493,0.0152,1.04,0.093,1.12,0.00352,0.0,5160.0,0.79,0.83,694.89,2266.7311799999998
3683,Kepler-1287 b,Kepler-1287,1,1,Transit,2016,0.95 m Kepler Telescope,11.47685909,0.0976,1.54,0.137,2.99,0.0094,0.0,5715.0,0.94,0.96,1003.26,3272.63412
3684,Kepler-1133 b,Kepler-1133,1,1,Transit,2016,0.95 m Kepler Telescope,11.55562343,0.0983,1.97,0.176,4.54,0.0143,0.0,5569.0,0.9,0.93,753.135,2456.72637
3685,HD 23472 b,HD 23472,1,2,Transit,2019,0.1 m TESS Telescope,17.667,0.121,1.872,0.167,17.92,0.05638,0.0,4813.0,0.73,0.75,39.0341,127.3292342
3686,HD 160691 c,HD 160691,1,4,Radial Velocity,2004,3.9 m Anglo-Australian Telescope,4205.8,5.235,13.4,1.2,576.519,1.814,0.0985,5807.0,1.38,1.08,15.5981,50.881002200000005
3687,HATS-13 b,HATS-13,1,1,Transit,2015,0.18 m Takahashi Epsilon Astrograph,3.0440499,0.04057,13.585,1.212,172.58169,0.543,0.181,5523.0,0.89,0.96,421.855,1376.09101
3688,HD 164595 b,HD 164595,2,1,Radial Velocity,2015,1.93 m Telescope,40.0,0.23,4.16,0.371,16.14,0.05078,0.088,5790.0,1.02,0.99,28.254,92.16454800000001
3689,HD 73267 b,HD 73267,1,1,Radial Velocity,2008,3.6 m ESO Telescope,1245.36,2.187,13.1,1.17,984.31951,3.097,0.23,5387.0,0.91,0.9,50.4093,164.4351366
3690,TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Telescopes,6.101013,0.02925,0.92,0.082,0.692,0.00218,0.0051,2566.0,0.12,0.09,12.4298888,40.5462972656
3691,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,9.2 m Hobby-Eberly Telescope,0.7365474,0.01544,1.875,0.167,7.99,0.02514,0.05,5172.0,0.94,0.91,12.5855,41.053900999999996
3692,HATS-70 b,HATS-70,1,1,Transit,2019,0.18 m Takahashi Epsilon Astrograph,1.8882378,0.03632,15.513,1.384,4100.007,12.9,0.18,7930.0,1.88,1.78,1458.83,4758.70346
3693,GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.6 m ESO Telescope,3.6005,0.0413,1.93,0.173,4.4,0.014,0.262,4006.03,0.65,0.71,16.0272,52.2807264
3694,HD 220074 b,HD 220074,1,1,Radial Velocity,2012,1.8 m Telescope,672.09998,1.6,12.2,1.09,5288.6912,16.64,0.14,3787.0,54.92,2.2,324.54,1058.64948
3695,HD 11977 b,HD 11977,1,1,Radial Velocity,2005,Multiple Telescopes,711.0,1.93,12.7,1.13,2080.0,6.54,0.4,4970.0,10.09,1.91,67.9331,221.59777219999998
3696,K2-190 b,K2-190,1,2,Transit,2018,0.95 m Kepler Telescope,10.098858,,1.357,0.121,2.41,0.00758,,5631.0,0.91,0.9,160.679,524.134898
3697,HD 89345 b,HD 89345,1,1,Transit,2018,0.95 m Kepler Telescope,11.8143,0.1066,7.398,0.66,34.9613,0.11,0.22,5576.0,1.75,1.16,132.345,431.70939
3698,HD 92788 c,HD 92788,1,2,Radial Velocity,2019,1.2 m Leonhard Euler Telescope,11611.2975,10.5,13.0,1.16,1166.4361,3.67,0.46,5744.0,1.14,1.15,34.6538,113.04069559999999
3699,TOI-2076 c,TOI-2076,1,3,Transit,2021,0.1 m TESS Telescope,,0.0885,4.438,0.396,18.0,0.0567,,5187.0,0.76,0.85,41.9091,136.7074842
3700,HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,Multiple Telescopes,1084.5,2.81,12.8,1.14,1906.98,6.0,0.13,5000.0,8.93,2.5,150.292,490.252504
3701,Kepler-1357 b,Kepler-1357,1,1,Transit,2016,0.95 m Kepler Telescope,3.0091324,0.041,1.28,0.114,2.18,0.00687,0.0,5597.0,0.9,0.93,1015.69,3313.18078
3702,Kepler-134 b,Kepler-134,1,2,Transit,2014,0.95 m Kepler Telescope,5.317429,0.06,2.0,0.178,4.66,0.0147,0.0,5983.0,1.18,1.06,334.797,1092.1078140000002
3703,Kepler-1464 b,Kepler-1464,1,2,Transit,2016,0.95 m Kepler Telescope,31.7785901,0.1803,1.66,0.148,3.39,0.0107,0.0,5828.0,1.01,1.02,1151.73,3756.94326
3704,Kepler-1675 b,Kepler-1675,1,1,Transit,2020,0.95 m Kepler Telescope,63.0382,0.3076,3.125,0.279,9.93,0.0313,0.0,5853.19,1.13,1.06,651.117,2123.9436539999997
3705,Kepler-150 f,Kepler-150,1,5,Transit,2017,0.95 m Kepler Telescope,637.2093,1.24,3.64,0.325,12.9,0.0405,,5528.0,0.91,0.97,891.092,2906.742104
3706,Kepler-1523 b,Kepler-1523,1,1,Transit,2016,0.95 m Kepler Telescope,0.93875077,0.0185,1.58,0.141,3.12,0.00982,0.0,5708.0,0.96,0.97,865.596,2823.574152
3707,Kepler-263 b,Kepler-263,1,2,Transit,2014,0.95 m Kepler Telescope,16.568087,0.12,2.67,0.238,7.61,0.0239,0.0,5265.0,0.79,0.8,754.747,2461.9847139999997
3708,HD 145457 b,HD 145457,1,1,Radial Velocity,2010,8.2 m Subaru Telescope,176.3,0.76,13.3,1.19,708.7609,2.23,0.11,4769.0,10.52,1.23,135.292,441.322504
3709,HD 191939 c,HD 191939,1,3,Transit,2020,0.1 m TESS Telescope,28.58059,0.1762,3.23,0.288,10.5,0.0331,,5427.0,0.94,0.92,53.6089,174.8722318
3710,WASP-47 b,WASP-47,1,4,Transit,2012,Canon 200mm f/1.8L,4.1591289,0.052,12.63,1.127,363.1,1.14243,0.0028,5552.0,1.14,1.04,264.78,863.7123599999999
3711,Pr0211 b,Pr0211,2,2,Radial Velocity,2012,1.5 m Tillinghast Reflector Telescope,2.1461,0.03176,13.4,1.2,597.5204,1.88,0.011,5300.0,0.83,0.94,182.714,596.013068
3712,HD 98649 b,HD 98649,1,1,Radial Velocity,2012,1.2 m Leonhard Euler Telescope,6022.9725,6.57,12.7,1.13,2158.0657,6.79,0.86,5790.0,1.01,1.03,42.1727,137.5673474
3713,K2-57 b,K2-57,1,1,Transit,2016,0.95 m Kepler Telescope,9.0063,0.0746,2.1,0.187,5.06,0.0159,,4434.0,0.62,0.68,264.213,861.8628060000001
3714,KOI-142 c,KOI-142,1,3,Transit,2013,0.95 m Kepler Telescope,22.26492,0.15525,14.0,1.25,214.1,0.674,0.05724,5466.0,0.9,0.99,376.863,1229.327106
3715,K2-86 b,K2-86,1,1,Transit,2016,0.95 m Kepler Telescope,8.77683,0.077,1.96,0.175,4.5,0.0142,,5482.0,0.76,0.79,258.699,843.8761380000001
3716,KELT-16 b,KELT-16,2,1,Transit,2017,Mamiya 645 80mm f/1.9,0.9689951,0.02044,15.861,1.415,874.0325,2.75,0.0,6236.0,1.36,1.21,444.586,1450.239532
3717,HAT-P-6 b,HAT-P-6,1,1,Transit,2007,Canon 200mm f/1.8L,3.85298,0.05239,16.589,1.48,419.5356,1.32,0.0,6570.0,1.62,1.79,275.358,898.217796
3718,K2-148 c,K2-148,2,3,Transit,2018,0.95 m Kepler Telescope,6.9226,0.0616,1.73,0.154,3.64,0.0115,,4079.0,0.63,0.65,124.458,405.981996
3719,K2-174 b,K2-174,1,1,Transit,2018,0.95 m Kepler Telescope,19.562307,0.126,2.6,0.232,7.27,0.0229,,4455.0,0.68,0.7,99.9293,325.9693766
3720,K2-25 b,K2-25,1,1,Transit,2015,0.95 m Kepler Telescope,3.484552,,3.43,0.306,11.6,0.0366,0.27,3180.0,0.29,0.29,44.9565,146.648103
3721,K2-253 b,K2-253,1,1,Transit,2018,0.95 m Kepler Telescope,4.00167,0.0506,12.67,1.13,,,,6027.0,1.1,1.08,876.565,2859.35503
3722,Kepler-512 b,Kepler-512,1,1,Transit,2016,0.95 m Kepler Telescope,34.43587975,0.2194,2.69,0.24,7.7,0.0242,0.0,5997.0,1.3,1.17,467.375,1524.57725
3723,Kepler-59 b,Kepler-59,1,2,Transit,2012,0.95 m Kepler Telescope,11.8681707,0.104,1.1,0.098,651.52,2.05,0.0,6074.0,0.94,1.04,1163.22,3794.42364
3724,Kepler-603 d,Kepler-603,1,3,Transit,2016,0.95 m Kepler Telescope,6.2171292,0.0666,1.32,0.118,2.3,0.00724,0.0,5808.0,1.01,1.01,1539.63,5022.27306
3725,Kepler-435 b,Kepler-435,1,1,Transit,2015,0.95 m Kepler Telescope,8.6001536,0.0948,22.31,1.99,266.97,0.84,0.114,6161.0,3.21,1.54,1418.77,4628.0277399999995
3726,Kepler-647 c,Kepler-647,1,2,Transit,2020,0.95 m Kepler Telescope,29.6663,0.1827,4.001,0.357,15.1,0.0476,0.0,5906.74,1.55,1.07,1087.87,3548.6319399999998
3727,Kepler-658 b,Kepler-658,1,1,Transit,2016,0.95 m Kepler Telescope,1.28707676,0.0188,1.63,0.145,3.29,0.0104,0.0,4103.0,0.6,0.63,388.384,1266.908608
3728,HD 187085 b,HD 187085,1,1,Radial Velocity,2006,3.9 m Anglo-Australian Telescope,1019.74,2.1,13.9,1.24,265.70588,0.836,0.251,6117.0,1.27,1.19,45.8993,149.72351659999998
3729,Gl 686 b,Gl 686,1,1,Radial Velocity,2018,3.58 m Telescopio Nazionale Galileo,15.53,0.091,2.46,0.22,6.624,0.02084,0.05,3656.0,0.43,0.43,8.15728,26.60904736
3730,EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,0.95 m Kepler Telescope,21.169861,0.131,1.98,0.177,4.58,0.0144,0.06,4148.21,0.57,0.66,186.197,607.3746140000001
3731,Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Multiple Telescopes,13.8508,0.0905,2.24,0.2,5.63,0.01771,0.363,3805.0,0.51,0.52,9.8528,32.1398336
3732,HATS-56 b,HATS-56,1,1,Transit,2019,0.18 m Takahashi Epsilon Astrograph,4.324799,0.06043,18.921,1.688,191.33366,0.602,0.019,6536.0,2.2,1.57,564.409,1841.102158
3733,Kepler-881 b,Kepler-881,1,1,Transit,2016,0.95 m Kepler Telescope,4.44448017,0.0552,1.78,0.159,3.82,0.012,0.0,5961.0,1.09,1.06,1375.18,4485.83716
3734,Kepler-890 b,Kepler-890,1,1,Transit,2016,0.95 m Kepler Telescope,52.75875577,0.2944,8.89,0.793,58.6,0.184,0.0,5954.0,1.13,1.09,1712.12,5584.935439999999
3735,TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,0.60 m Transiting Planets and Planetesimals Small Telescope,4.049219,0.02227,0.788,0.07,0.388,0.00122,0.00837,2566.0,0.12,0.09,12.4298888,40.5462972656
3736,V830 Tau b,V830 Tau,1,1,Radial Velocity,2016,Multiple Telescopes,4.927,0.057,14.0,1.25,222.481,0.7,0.0,4250.0,2.0,1.0,130.111,424.422082
3737,Kepler-981 b,Kepler-981,1,1,Transit,2016,0.95 m Kepler Telescope,4.46975774,0.0535,2.31,0.206,5.95,0.0187,0.0,5718.0,0.96,0.98,878.082,2864.303484
3738,OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,Microlensing,2009,1.3 m Warsaw University Telescope,,2.8,4.72,0.421,20.0,0.06,,,,0.64,5900.0,19245.8
3739,K2-256 b,K2-256,1,1,Transit,2018,0.95 m Kepler Telescope,5.52011,0.0578,2.63,0.235,7.41,0.0233,,5219.0,0.78,0.84,564.693,1842.028566
3740,K2-147 b,K2-147,1,1,Transit,2018,0.95 m Kepler Telescope,0.961917,0.0159,1.38,0.123,2.48,0.0078,,3672.0,0.55,0.58,90.5494,295.3721428
3741,K2-293 b,K2-293,1,1,Transit,2019,0.95 m Kepler Telescope,13.1225,,2.45,0.219,6.57,0.0207,,5532.0,0.95,0.96,392.251,1279.5227619999998
3742,K2-42 b,K2-42,1,1,Transit,2016,0.95 m Kepler Telescope,6.68796,0.0617,2.15,0.192,5.27,0.0166,,4613.0,0.64,0.7,396.913,1294.730206
3743,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,1,Microlensing,2019,1.6 m wide-field telescope,,1.8,13.4,1.19,640.0,2.0,,,,0.37,6000.0,19572.0
3744,KOI-55 b,KOI-55,1,2,Orbital Brightness Modulation,2011,0.95 m Kepler Telescope,0.240104,0.006,0.759,0.068,0.44,0.0014,,27730.0,0.2,0.5,1231.02,4015.58724
3745,Kepler-607 b,Kepler-607,1,1,Transit,2016,0.95 m Kepler Telescope,0.6381632,0.0135,0.87,0.078,0.59,0.00186,0.0,5196.0,0.8,0.84,519.122,1693.3759639999998
3746,Kepler-58 b,Kepler-58,1,3,Transit,2012,0.95 m Kepler Telescope,10.2184954,0.0927,2.78,0.248,441.77,1.39,0.0,5843.0,1.03,0.95,969.252,3161.7000239999998
3747,Kepler-663 b,Kepler-663,1,1,Transit,2016,0.95 m Kepler Telescope,4.99678284,0.0559,2.6,0.232,7.27,0.0229,0.0,5264.0,0.82,0.86,1063.09,3467.79958
3748,Kepler-426 b,Kepler-426,1,1,Transit,2014,0.95 m Kepler Telescope,3.21751883,0.0414,12.22,1.09,108.06,0.34,0.18,5725.0,0.92,0.91,843.695,2752.1330900000003
3749,OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,1.3 m Warsaw University Telescope,1788.5,2.3,14.0,1.25,231.0,0.727,,,,0.51,1510.0,4925.62
3750,OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,,4.43,8.39,0.748,53.1,0.167,,,,0.4,6320.0,20615.84
3751,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,1,Microlensing,2018,1.6 m wide-field telescope,,1.08,12.9,1.15,1450.0,4.57,,,,0.04,6260.0,20420.12
3752,HD 219828 c,HD 219828,1,2,Radial Velocity,2016,Multiple Telescopes,4682.0,5.79,12.3,1.09,4640.318,14.6,0.8102,5807.0,1.61,1.18,73.114,238.497868
3753,Kepler-598 c,Kepler-598,1,2,Transit,2020,0.95 m Kepler Telescope,86.4945,0.3576,3.024,0.27,9.4,0.0296,0.0,5245.0,0.9,0.9,681.086,2221.7025320000002
3754,Kepler-1010 b,Kepler-1010,1,1,Transit,2016,0.95 m Kepler Telescope,34.2685705,0.193,2.32,0.207,5.99,0.0189,0.0,5253.0,0.82,0.86,579.273,1889.588526
3755,AU Mic b,AU Mic,1,2,Transit,2020,0.1 m TESS Telescope,8.463,0.0645,4.07,0.363,17.0,0.05349,0.0,3700.0,0.75,0.5,9.7221,31.7134902
3756,TOI-431 d,TOI-431,1,3,Transit,2021,0.1 m TESS Telescope,12.46103,0.098,3.29,0.294,9.9,0.03115,0.0,4850.0,0.73,0.78,32.5686,106.23877320000001
3757,GJ 887 c,GJ 887,1,2,Radial Velocity,2020,3.6 m ESO Telescope,21.789,0.12,2.67,0.238,7.6,0.02391,,3688.0,0.47,0.49,3.29,10.73198
3758,Kepler-571 b,Kepler-571,1,1,Transit,2016,0.95 m Kepler Telescope,4.79859939,0.0546,2.64,0.236,7.46,0.0235,0.0,5527.0,0.9,0.93,723.875,2361.28025
3759,Kepler-859 b,Kepler-859,1,1,Transit,2016,0.95 m Kepler Telescope,20.38177573,0.1345,3.09,0.276,9.75,0.0307,0.0,5020.0,0.77,0.81,839.903,2739.763586
3760,HD 137388 b,HD 137388,1,1,Radial Velocity,2011,3.6 m ESO Telescope,330.0,0.89,9.32,0.832,63.566,0.2,0.36,5181.0,0.88,0.68,40.4841,132.0591342
3761,HATS-50 b,HATS-50,1,1,Transit,2017,0.18 m Takahashi Epsilon Astrograph,3.8297015,0.05046,12.666,1.13,123.9537,0.39,0.516,5990.0,1.12,1.17,756.742,2468.492404
3762,HD 154345 b,HD 154345,1,1,Radial Velocity,2006,10 m Keck I Telescope,3341.55884,4.21,13.9,1.24,260.6206,0.82,0.04,5468.0,0.85,0.71,18.284,59.642407999999996
3763,Kepler-1077 b,Kepler-1077,1,1,Transit,2016,0.95 m Kepler Telescope,34.3511874,0.2101,2.77,0.247,8.1,0.0255,0.0,5816.0,1.02,1.02,1101.42,3592.8320400000002
3764,Kepler-1173 b,Kepler-1173,1,1,Transit,2016,0.95 m Kepler Telescope,0.7698536,0.0157,0.89,0.079,0.64,0.00201,0.0,5252.0,0.82,0.86,377.06,1229.96972
3765,Kepler-1563 b,Kepler-1563,1,1,Transit,2016,0.95 m Kepler Telescope,3.43276598,0.0442,0.75,0.067,0.347,0.00109,0.0,5765.0,0.99,1.0,616.697,2011.665614
3766,Kepler-118 b,Kepler-118,1,2,Transit,2014,0.95 m Kepler Telescope,7.518496,0.073,1.96,0.175,4.5,0.0142,0.0,5274.0,1.09,0.81,574.228,1873.1317359999998
3767,Kepler-1567 b,Kepler-1567,1,1,Transit,2016,0.95 m Kepler Telescope,153.979578,0.552,2.73,0.244,7.9,0.0249,0.0,5655.0,0.93,0.95,1206.11,3934.3308199999997
3768,Kepler-151 c,Kepler-151,1,2,Transit,2014,0.95 m Kepler Telescope,24.674612,0.16,2.09,0.186,5.02,0.0158,0.0,5460.0,0.83,0.87,649.919,2120.035778
3769,PDS 70 b,PDS 70,1,2,Imaging,2018,8.2 m ESO VLT UT3 Melipal Telescope,43500.0,20.0,30.488,2.72,953.49,3.0,0.19,3972.0,1.26,0.76,113.064,368.81476799999996
3770,OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,,3.92,12.8,1.14,1760.0,5.53,,,,0.55,5670.0,18495.54
3771,NGTS-8 b,NGTS-8,1,1,Transit,2019,20 cm Telescope,2.4997,0.035,12.218,1.09,295.5819,0.93,0.01,5241.0,0.98,0.89,428.976,1399.319712
3772,TOI-700 d,TOI-700,1,3,Transit,2020,0.1 m TESS Telescope,37.42475,0.1633,1.144,0.102,1.57,0.00495,0.111,3461.0,0.42,0.41,31.1265,101.534643
3773,TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Telescopes,562.0,1.414,13.1,1.17,1086.9786,3.42,0.098,4776.0,5.9,1.19,490.61,1600.3698200000001
3774,HIP 38594 c,HIP 38594,1,2,Radial Velocity,2020,Multiple Telescopes,3477.768,3.805,7.94,0.708,48.4,0.15228,0.16,4086.3,0.63,0.61,17.7886,58.02641319999999
3775,Kepler-125 b,Kepler-125,1,2,Transit,2014,0.95 m Kepler Telescope,4.164389,0.041,2.37,0.211,6.21,0.0195,0.0,3810.0,0.51,0.54,183.365,598.1366300000001
3776,HD 110113 c,HD 110113,1,2,Radial Velocity,2021,3.6 m ESO Telescope,6.744,0.068,3.23,0.288,10.5,0.03304,0.045,5732.0,0.97,1.0,106.307,346.773434
3777,Kepler-424 b,Kepler-424,1,2,Transit,2014,0.95 m Kepler Telescope,3.3118644,0.044,9.98,0.89,327.35,1.03,0.0,5460.0,0.94,1.01,698.646,2278.983252
3778,Kepler-1095 b,Kepler-1095,1,1,Transit,2016,0.95 m Kepler Telescope,4.27103091,0.0514,1.21,0.108,1.92,0.00606,0.0,5658.0,0.92,0.94,792.522,2585.206764
3779,K2-170 b,K2-170,1,2,Transit,2018,0.95 m Kepler Telescope,7.576544,,1.418,0.127,2.6,0.00817,,5748.0,0.98,0.96,392.872,1281.548464
3780,HD 76700 b,HD 76700,1,1,Radial Velocity,2002,3.9 m Anglo-Australian Telescope,3.97097,0.05,9.6,0.856,66.7443,0.21,0.09,5644.0,1.37,0.99,60.8831,198.6006722
3781,Kepler-1219 b,Kepler-1219,1,1,Transit,2016,0.95 m Kepler Telescope,16.10467749,0.1418,2.12,0.189,5.14,0.0162,0.0,5944.0,1.94,1.25,880.895,2873.47949
3782,KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,1,Microlensing,2018,1.6 m wide-field telescope,,2.2,12.2,1.08,5700.0,18.0,,,,0.48,6300.0,20550.6
3783,Kepler-1264 b,Kepler-1264,1,1,Transit,2016,0.95 m Kepler Telescope,0.96852602,0.0191,1.18,0.105,1.76,0.00553,0.0,5791.0,0.98,0.99,801.993,2616.1011660000004
3784,Kepler-115 b,Kepler-115,1,2,Transit,2014,0.95 m Kepler Telescope,2.403679,0.036,1.09,0.097,1.32,0.00416,0.0,5979.0,1.21,1.07,623.609,2034.2125580000002
3785,Kepler-1340 b,Kepler-1340,1,1,Transit,2016,0.95 m Kepler Telescope,0.66502692,0.0153,1.55,0.138,3.02,0.00951,0.0,6331.0,1.42,1.27,981.779,3202.563098
3786,Kepler-1495 b,Kepler-1495,1,1,Transit,2016,0.95 m Kepler Telescope,85.273256,0.3677,2.94,0.262,8.96,0.0282,0.0,5831.0,1.04,1.03,1355.54,4421.77148
3787,Kepler-1403 b,Kepler-1403,1,1,Transit,2016,0.95 m Kepler Telescope,5.19492202,0.064,2.14,0.191,5.22,0.0164,0.0,6060.0,1.15,1.11,2163.9,7058.6418
3788,Kepler-1449 b,Kepler-1449,1,1,Transit,2016,0.95 m Kepler Telescope,13.2274528,0.1176,1.68,0.15,3.46,0.0109,0.0,5979.0,1.1,1.08,2006.48,6545.1377600000005
3789,Kepler-1439 b,Kepler-1439,1,1,Transit,2016,0.95 m Kepler Telescope,8.07392849,0.0594,1.46,0.13,2.73,0.00859,0.0,3578.0,0.43,0.46,225.393,735.231966
3790,Kepler-1602 b,Kepler-1602,1,1,Transit,2016,0.95 m Kepler Telescope,11.17931605,0.1074,1.34,0.12,2.36,0.00742,0.0,6296.0,1.36,1.22,629.804,2054.420648
3791,GJ 163 d,GJ 163,1,3,Radial Velocity,2013,3.6 m ESO Telescope,603.95116,1.0304,5.92,0.528,29.4,0.0925,0.373,3500.0,0.41,0.4,15.1285,49.349167
3792,omi UMa b,omi UMa,2,1,Radial Velocity,2012,1.88 m Telescope,1630.0,3.9,13.0,1.16,1303.103,4.1,0.13,5242.0,14.1,3.09,54.9149,179.13240380000002
3793,Gl 378 b,Gl 378,1,1,Radial Velocity,2019,1.93 m Telescope,3.822,0.039435,3.66,0.327,13.02,0.04097,0.109,3879.0,0.56,0.56,14.9545,48.781579
3794,XO-2 S b,XO-2 S,2,3,Radial Velocity,2014,3.58 m Telescopio Nazionale Galileo,18.157,0.13,10.9,0.971,82.6358,0.26,0.18,5399.0,1.0,0.98,151.398,493.860276
3795,BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Telescopes,733.0,1.7,13.5,1.2,540.311,1.7,0.76,4534.0,10.33,1.09,666.589,2174.4133180000003
3796,Kepler-1109 b,Kepler-1109,1,1,Transit,2016,0.95 m Kepler Telescope,37.6467384,0.2466,2.19,0.195,5.43,0.0171,0.0,5893.0,1.06,1.05,685.087,2234.753794
3797,Kepler-896 b,Kepler-896,1,1,Transit,2016,0.95 m Kepler Telescope,144.547396,0.5164,2.53,0.226,6.94,0.0218,0.0,5262.0,0.81,0.84,2334.93,7616.54166
3798,Kepler-85 c,Kepler-85,1,4,Transit,2012,0.95 m Kepler Telescope,12.513,0.1007,2.18,0.194,20.9,0.066,0.0,5499.0,1.24,0.92,765.025,2495.5115499999997
3799,Kepler-1196 b,Kepler-1196,1,1,Transit,2016,0.95 m Kepler Telescope,66.1849031,0.3179,2.23,0.199,5.6,0.0176,0.0,5756.0,0.97,0.98,922.333,3008.6502459999997
3800,Kepler-203 d,Kepler-203,1,3,Transit,2014,0.95 m Kepler Telescope,11.32972,0.1,1.44,0.128,33.9,0.107,0.0,5821.0,1.11,1.0,703.302,2294.171124
3801,Kepler-1146 b,Kepler-1146,1,1,Transit,2016,0.95 m Kepler Telescope,2.3522658,0.0325,1.23,0.11,2.04,0.00642,0.0,4692.0,0.7,0.74,703.038,2293.309956
3802,Kepler-365 c,Kepler-365,1,2,Transit,2014,0.95 m Kepler Telescope,17.784129,0.137,1.64,0.146,3.33,0.0105,0.0,6012.0,1.05,1.02,1038.99,3389.18538
3803,Kepler-374 b,Kepler-374,1,3,Transit,2014,0.95 m Kepler Telescope,1.897806,0.029,1.03,0.092,1.08,0.0034,0.0,5977.0,0.91,1.04,1265.61,4128.41982
